Telephone Number,Caller Name,Address Line 1,Address Line 2,City,State,Zip (optional plus four),Country,,,Comments (Internal Only),Account-ID,Order-ID,Function
2487263722,Hampton Elem,530 Hampton Circle,Room 09,Rochester Hills,MI,48307,US,,,RM 09 Hampton,,,
2487263723,Hampton Elem,530 Hampton Circle,Room 07,Rochester Hills,MI,48307,US,,,RM 07 Hampton,,,
2487263724,Hampton Elem,530 Hampton Circle,Room 05,Rochester Hills,MI,48307,US,,,RM 05 Hampton,,,
2487263725,Hampton Elem,530 Hampton Circle,Room 01,Rochester Hills,MI,48307,US,,,RM 01 Hampton,,,
2487263726,Hampton Elem,530 Hampton Circle,Room 02,Rochester Hills,MI,48307,US,,,RM 02 Hampton,,,
2487263727,Hampton Elem,530 Hampton Circle,Room 03,Rochester Hills,MI,48307,US,,,RM 03 Hampton,,,
2487263728,Hampton Elem,530 Hampton Circle,Room 04,Rochester Hills,MI,48307,US,,,RM 04 Hampton,,,
2487263729,Hampton Elem,530 Hampton Circle,Room 06,Rochester Hills,MI,48307,US,,,RM 06 Hampton,,,
2487263730,Hampton Elem,530 Hampton Circle,Room 08,Rochester Hills,MI,48307,US,,,RM 08 Hampton,,,
2487263731,Hampton Elem,530 Hampton Circle,Room 10,Rochester Hills,MI,48307,US,,,RM 10 Hampton,,,
2487263732,Hampton Elem,530 Hampton Circle,Sensory Room,Rochester Hills,MI,48307,US,,,Sensory Room Hampton,,,
2487263733,Hampton Elem,530 Hampton Circle,Cafeteria,Rochester Hills,MI,48307,US,,,Cafeteria Hampton,,,
2487263734,Hampton Elem,530 Hampton Circle,Gym,Rochester Hills,MI,48307,US,,,Gym Hampton,,,
2487263735,Hampton Elem,530 Hampton Circle,Room 26,Rochester Hills,MI,48307,US,,,RM 26 Hampton,,,
2487263736,Hampton Elem,530 Hampton Circle,Room 25,Rochester Hills,MI,48307,US,,,RM 25 Hampton,,,
2487263738,Hampton Elem,530 Hampton Circle,Room 28B,Rochester Hills,MI,48307,US,,,RM 28B HAMPTON,,,
2487263739,Hampton Elem,530 Hampton Circle,Room 12,Rochester Hills,MI,48307,US,,,RM 12 Hampton,,,
2487263740,Hampton Elem,530 Hampton Circle,Room 14,Rochester Hills,MI,48307,US,,,RM 14 Hampton,,,
2487263741,Hampton Elem,530 Hampton Circle,Room 16,Rochester Hills,MI,48307,US,,,RM 16 Hampton,,,
2487263742,Hampton Elem,530 Hampton Circle,Room 18,Rochester Hills,MI,48307,US,,,RM 18 Hampton,,,
2487263743,Hampton Elem,530 Hampton Circle,Room 24,Rochester Hills,MI,48307,US,,,RM 24 Hampton,,,
2487263744,Hampton Elem,530 Hampton Circle,Room 23,Rochester Hills,MI,48307,US,,,RM 23 Hampton,,,
2487263745,Hampton Elem,530 Hampton Circle,Room 22,Rochester Hills,MI,48307,US,,,RM 22 Hampton,,,
2487263746,Hampton Elem,530 Hampton Circle,Room 21,Rochester Hills,MI,48307,US,,,RM 21 Hampton,,,
2487263747,Hampton Elem,530 Hampton Circle,Room 20,Rochester Hills,MI,48307,US,,,RM 20 Hampton,,,
2487263748,Hampton Elem,530 Hampton Circle,Room 19,Rochester Hills,MI,48307,US,,,RM 19 Hampton,,,
2487263749,Hampton Elem,530 Hampton Circle,Room 17,Rochester Hills,MI,48307,US,,,RM 17 Hampton,,,
2487263750,Hampton Elem,530 Hampton Circle,Room 15,Rochester Hills,MI,48307,US,,,RM 15 Hampton,,,
2487263751,Hampton Elem,530 Hampton Circle,Room 13,Rochester Hills,MI,48307,US,,,RM 13 Hampton,,,
2487263752,Hampton Elem,530 Hampton Circle,Media Center,Rochester Hills,MI,48307,US,,,Office Hampton,,,
2487263753,Hampton Elem,530 Hampton Circle,Room 30,Rochester Hills,MI,48307,US,,,RM 30 HAMPTON,,,
2487263754,Hampton Elem,530 Hampton Circle,Media Center,Rochester Hills,MI,48307,US,,,Media Hampton,,,
2487263755,Hampton Elem,530 Hampton Circle,Room 31,Rochester Hills,MI,48307,US,,,RM 31 HAMPTON,,,
2487263756,Hampton Elem,530 Hampton Circle,Room 32,Rochester Hills,MI,48307,US,,,RM 32 HAMPTON,,,
2487263757,Hampton Elem,530 Hampton Circle,Room 33,Rochester Hills,MI,48307,US,,,RM 33 HAMPTON,,,
2487263758,Hampton Elem,530 Hampton Circle,Room 34,Rochester Hills,MI,48307,US,,,RM 34 HAMPTON,,,
2487263759,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263760,Hampton Elem,530 Hampton Circle,Room 27,Rochester Hills,MI,48307,US,,,Hampton RM 27,,,
2487263761,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Main Office Hampton,,,
2487263762,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263763,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263764,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263765,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263766,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263767,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263768,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263769,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263770,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263771,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263772,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263773,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263774,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263775,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263776,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263777,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263778,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263779,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263780,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263781,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263782,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263783,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263784,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263785,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263786,Hampton Elem,530 Hampton Circle,Lounge,Rochester Hills,MI,48307,US,,,Lounge Hampton,,,
2487263787,Hampton Elem,530 Hampton Circle,Room 28,Rochester Hills,MI,48307,US,,,RM 28 Hampton,,,
2487263788,Hampton Elem,530 Hampton Circle,Media Center,Rochester Hills,MI,48307,US,,,Collab Rm Hampton,,,
2487263789,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263790,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263791,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Hampton RG,,,
2487263792,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263793,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263794,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263795,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263796,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263797,Hampton Elem,530 Hampton Circle,Media Center,Rochester Hills,MI,48307,US,,,Hampton Nite Bell,,,
2487263798,Hampton Elem,530 Hampton Circle,Media Center,Rochester Hills,MI,48307,US,,,MDF Hampton,,,
2487263799,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Hampton Clinic,,,
2487263800,Hugger Elem,5050 Sheldon Rd.,Main Office,Rochester,MI,48306,US,,,Hugger AA,,,
2487263801,Hugger Elem,5050 Sheldon Rd.,Main Office,Rochester,MI,48306,US,,,Marnie Barker,,,
2487263802,Hugger Elem,5050 Sheldon Rd.,Main Office,Rochester,MI,48306,US,,,Carey Keller,,,
2487263803,Hugger Elem,5050 Sheldon Rd.,Custodial Office,Rochester,MI,48306,US,,,HuggerABMam,,,
2487263804,Hugger Elem,5050 Sheldon Rd.,Media Center,Rochester,MI,48306,US,,,Tammy Posner,,,
2487263805,Hugger Elem,5050 Sheldon Rd.,Main Office,Rochester,MI,48306,US,,,Hugger Fax,,,
2487263806,Hugger Elem,5050 Sheldon Rd.,Kitchen,Rochester,MI,48306,US,,,HuggerFS,,,
2487263807,Hugger Elem,5050 Sheldon Rd.,2nd Level Across from RM 18,Rochester,MI,48306,US,,,Speech 2nd Flo Hugger,,,
2487263808,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263809,Hugger Elem,5050 Sheldon Rd.,1st Level Ancillary C,Rochester,MI,48306,US,,,Jackie Puuri,,,
2487263810,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263811,Hugger Elem,5050 Sheldon Rd.,2nd Level Near Copy Room,Rochester,MI,48306,US,,,Lounge Hugger,,,
2487263812,Hugger Elem,5050 Sheldon Rd.,Main Office,Rochester,MI,48306,US,,,Amanda Younggren,,,
2487263813,Hugger Elem,5050 Sheldon Rd.,Room 22,Rochester,MI,48306,US,,,RM 22 Hugger,,,
2487263814,Hugger Elem,5050 Sheldon Rd.,Room 21,Rochester,MI,48306,US,,,RM 21 Hugger,,,
2487263815,Hugger Elem,5050 Sheldon Rd.,1st Level B/T RM 10 and 11,Rochester,MI,48306,US,,,AncillaryB Hugger,,,
2487263816,Hugger Elem,5050 Sheldon Rd.,1st Level Near RM 12,Rochester,MI,48306,US,,,Anc Hugger,,,
2487263817,Hugger Elem,5050 Sheldon Rd.,Media Center,Rochester,MI,48306,US,,,Media Hugger,,,
2487263818,Hugger Elem,5050 Sheldon Rd.,Room 18,Rochester,MI,48306,US,,,RM 18 Hugger,,,
2487263819,Hugger Elem,5050 Sheldon Rd.,Room 17,Rochester,MI,48306,US,,,RM 17 Hugger,,,
2487263820,Hugger Elem,5050 Sheldon Rd.,Room 05,Rochester,MI,48306,US,,,RM 05 Hugger,,,
2487263821,Hugger Elem,5050 Sheldon Rd.,Room 03,Rochester,MI,48306,US,,,RM 03 Hugger,,,
2487263822,Hugger Elem,5050 Sheldon Rd.,Room 04,Rochester,MI,48306,US,,,RM 04 Hugger,,,
2487263823,Hugger Elem,5050 Sheldon Rd.,Room A1,Rochester,MI,48306,US,,,RM A1 Hugger,,,
2487263824,Hugger Elem,5050 Sheldon Rd.,Room 14,Rochester,MI,48306,US,,,Rm 14 Hugger,,,
2487263825,Hugger Elem,5050 Sheldon Rd.,Main Office Area,Rochester,MI,48306,US,,,Conf Rm Hugger,,,
2487263826,Hugger Elem,5050 Sheldon Rd.,Room 15,Rochester,MI,48306,US,,,RM 15 Hugger,,,
2487263827,Hugger Elem,5050 Sheldon Rd.,Room 16,Rochester,MI,48306,US,,,RM 16 Hugger,,,
2487263828,Hugger Elem,5050 Sheldon Rd.,Room 13,Rochester,MI,48306,US,,,RM 13 Hugger,,,
2487263829,Hugger Elem,5050 Sheldon Rd.,Room 12,Rochester,MI,48306,US,,,RM 12 Hugger,,,
2487263830,Hugger Elem,5050 Sheldon Rd.,Room 11,Rochester,MI,48306,US,,,RM 11 Hugger,,,
2487263831,Hugger Elem,5050 Sheldon Rd.,Room 20,Rochester,MI,48306,US,,,RM 20 Hugger,,,
2487263832,Hugger Elem,5050 Sheldon Rd.,Room 07,Rochester,MI,48306,US,,,RM 07 Hugger,,,
2487263833,Hugger Elem,5050 Sheldon Rd.,Room 19,Rochester,MI,48306,US,,,RM 19 Hugger,,,
2487263834,Hugger Elem,5050 Sheldon Rd.,Room 02,Rochester,MI,48306,US,,,RM 02 Hugger,,,
2487263835,Hugger Elem,5050 Sheldon Rd.,Room 01,Rochester,MI,48306,US,,,RM 01 Hugger,,,
2487263836,Hugger Elem,5050 Sheldon Rd.,1st Level Near RM 10,Rochester,MI,48306,US,,,Art RM Hugger,,,
2487263837,Hugger Elem,5050 Sheldon Rd.,Room 09,Rochester,MI,48306,US,,,RM 09 Hugger,,,
2487263838,Hugger Elem,5050 Sheldon Rd.,Room 08,Rochester,MI,48306,US,,,RM 08 Hugger,,,
2487263839,Hugger Elem,5050 Sheldon Rd.,Room 10,Rochester,MI,48306,US,,,RM 10 Hugger,,,
2487263840,Hugger Elem,5050 Sheldon Rd.,Gym,Rochester,MI,48306,US,,,Gym Hugger,,,
2487263841,Hugger Elem,5050 Sheldon Rd.,1st Level Conference,Rochester,MI,48306,US,,,Conf 1 Hugger,,,
2487263842,Hugger Elem,5050 Sheldon Rd.,1st Level Across from RM 14,Rochester,MI,48306,US,,,Conf 2 Hugger,,,
2487263843,Hugger Elem,5050 Sheldon Rd.,1st Level Across from Music RM,Rochester,MI,48306,US,,,Ancillary A Hugger,,,
2487263844,Hugger Elem,5050 Sheldon Rd.,Room A3,Rochester,MI,48306,US,,,RM A3 Hugger,,,
2487263846,Hugger Elem,5050 Sheldon Rd.,2nd Level Across from RM 22,Rochester,MI,48306,US,,,Upper Copy Hugger,,,
2487263847,Hugger Elem,5050 Sheldon Rd.,1st Level Across Next to RM 5,Rochester,MI,48306,US,,,Lower Copy Hugger,,,
2487263848,Hugger Elem,5050 Sheldon Rd.,Room A6,Rochester,MI,48306,US,,,RM A6 Hugger,,,
2487263849,Hugger Elem,5050 Sheldon Rd.,Room A2,Rochester,MI,48306,US,,,RM A2 Hugger,,,
2487263850,Hugger Elem,5050 Sheldon Rd.,Media Center,Rochester,MI,48306,US,,,Media Hugger,,,
2487263851,Hugger Elem,5050 Sheldon Rd.,Cafeteria,Rochester,MI,48306,US,,,Cafeteria Hugger,,,
2487263852,Hugger Elem,5050 Sheldon Rd.,Room 06,Rochester,MI,48306,US,,,RM 06 Hugger,,,
2487263853,Hugger Elem,5050 Sheldon Rd.,Room A5,Rochester,MI,48306,US,,,RM A5 Hugger,,,
2487263854,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263855,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263856,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263857,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263858,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263859,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263860,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263861,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263862,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263863,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263864,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263865,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263866,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263867,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263868,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263869,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263870,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263871,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263872,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263873,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263874,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263875,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263876,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263877,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263878,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263879,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263880,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263881,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263882,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263883,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263884,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263885,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263886,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263887,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263888,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263889,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263890,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263891,Hugger Elem,5050 Sheldon Rd.,Main Office,Rochester,MI,48306,US,,,Long Meadow RG,,,
2487263892,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263893,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263894,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263895,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263896,Hugger Elem,5050 Sheldon Rd.,,Rochester,MI,48306,US,,,--,,,
2487263897,Hugger Elem,5050 Sheldon Rd.,Media Center,Rochester,MI,48306,US,,,Hugger Nite Bell,,,
2487263898,Hugger Elem,5050 Sheldon Rd.,Media Center,Rochester,MI,48306,US,,,MDF Hugger,,,
2487263899,Hugger Elem,5050 Sheldon Rd.,Main Office,Rochester,MI,48306,US,,,Hugger Clinic,,,
2487263900,LongMeadow Elem,450 Allston Dr.,Main Office,Rochester Hills,MI,48309,US,,,Long Meadow AA,,,
2487263901,LongMeadow Elem,450 Allston Dr.,Main Office,Rochester Hills,MI,48309,US,,,Jonathan Ziaja,,,
2487263902,LongMeadow Elem,450 Allston Dr.,Main Office,Rochester Hills,MI,48309,US,,,Andrea Durham,,,
2487263903,LongMeadow Elem,450 Allston Dr.,Custodial Office,Rochester Hills,MI,48309,US,,,LMeadowABMam,,,
2487263904,LongMeadow Elem,450 Allston Dr.,Media Center,Rochester Hills,MI,48309,US,,,Whitney Theisen,,,
2487263905,LongMeadow Elem,450 Allston Dr.,Main Office,Rochester Hills,MI,48309,US,,,Long Meadow Fax,,,
2487263906,LongMeadow Elem,450 Allston Dr.,Kitchen,Rochester Hills,MI,48309,US,,,LongMeadowFS,,,
2487263907,LongMeadow Elem,450 Allston Dr.,Office 2,Rochester Hills,MI,48309,US,,,Speech Long Meadow,,,
2487263908,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263909,LongMeadow Elem,450 Allston Dr.,RM 01,Rochester Hills,MI,48309,US,,,Kelly Craft,,,
2487263910,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263911,LongMeadow Elem,450 Allston Dr.,RM 49C,Rochester Hills,MI,48309,US,,,Office Long Meadow,,,
2487263912,LongMeadow Elem,450 Allston Dr.,Main Office,Rochester Hills,MI,48309,US,,,Office Cl Long Meadow,,,
2487263913,LongMeadow Elem,450 Allston Dr.,RM 49D,Rochester Hills,MI,48309,US,,,Office Long Meadow,,,
2487263914,LongMeadow Elem,450 Allston Dr.,Room 08,Rochester Hills,MI,48309,US,,,RM 08 Off Long Meadow,,,
2487263915,LongMeadow Elem,450 Allston Dr.,Room 45,Rochester Hills,MI,48309,US,,,RM 45 Long Meadow,,,
2487263916,LongMeadow Elem,450 Allston Dr.,Room 43,Rochester Hills,MI,48309,US,,,RM 43 Long Meadow,,,
2487263917,LongMeadow Elem,450 Allston Dr.,Room 41,Rochester Hills,MI,48309,US,,,RM 41 Long Meadow,,,
2487263918,LongMeadow Elem,450 Allston Dr.,Room 40,Rochester Hills,MI,48309,US,,,RM 40 Long Meadow,,,
2487263919,LongMeadow Elem,450 Allston Dr.,Room 39A,Rochester Hills,MI,48309,US,,,RM 39A Long Meadow,,,
2487263920,LongMeadow Elem,450 Allston Dr.,Room 37,Rochester Hills,MI,48309,US,,,RM 37 Long Meadow,,,
2487263921,LongMeadow Elem,450 Allston Dr.,Room 36,Rochester Hills,MI,48309,US,,,RM 36 Long Meadow,,,
2487263922,LongMeadow Elem,450 Allston Dr.,Room 34,Rochester Hills,MI,48309,US,,,RM 34 Long Meadow,,,
2487263923,LongMeadow Elem,450 Allston Dr.,Room 39,Rochester Hills,MI,48309,US,,,RM 39 Long Meadow,,,
2487263924,LongMeadow Elem,450 Allston Dr.,Gym,Rochester Hills,MI,48309,US,,,Gym Long Meadow,,,
2487263925,LongMeadow Elem,450 Allston Dr.,Room 05,Rochester Hills,MI,48309,US,,,RM 5 Long Meadow,,,
2487263926,LongMeadow Elem,450 Allston Dr.,Room 27,Rochester Hills,MI,48309,US,,,RM 27 Long Meadow,,,
2487263927,LongMeadow Elem,450 Allston Dr.,Room 25,Rochester Hills,MI,48309,US,,,RM 25 Long Meadow,,,
2487263928,LongMeadow Elem,450 Allston Dr.,Room 23,Rochester Hills,MI,48309,US,,,RM 23 Long Meadow,,,
2487263929,LongMeadow Elem,450 Allston Dr.,Room 21,Rochester Hills,MI,48309,US,,,RM 21 Long Meadow,,,
2487263930,LongMeadow Elem,450 Allston Dr.,Room 20,Rochester Hills,MI,48309,US,,,RM 20 Long Meadow,,,
2487263931,LongMeadow Elem,450 Allston Dr.,Room 19,Rochester Hills,MI,48309,US,,,RM 19 Long Meadow,,,
2487263932,LongMeadow Elem,450 Allston Dr.,Room 17,Rochester Hills,MI,48309,US,,,RM 17 Long Meadow,,,
2487263933,LongMeadow Elem,450 Allston Dr.,Room 15,Rochester Hills,MI,48309,US,,,RM 15 Long Meadow,,,
2487263934,LongMeadow Elem,450 Allston Dr.,Room 13,Rochester Hills,MI,48309,US,,,RM 13 Long Meadow,,,
2487263935,LongMeadow Elem,450 Allston Dr.,Room 11,Rochester Hills,MI,48309,US,,,RM 11 Long Meadow,,,
2487263936,LongMeadow Elem,450 Allston Dr.,Room 09,Rochester Hills,MI,48309,US,,,RM 09 Long Meadow,,,
2487263937,LongMeadow Elem,450 Allston Dr.,RM 4,Rochester Hills,MI,48309,US,,,Psych Long Meadow,,,
2487263938,LongMeadow Elem,450 Allston Dr.,RM 6,Rochester Hills,MI,48309,US,,,SW Long Meadow,,,
2487263939,LongMeadow Elem,450 Allston Dr.,Room 07,Rochester Hills,MI,48309,US,,,RM 07 Long Meadow,,,
2487263940,LongMeadow Elem,450 Allston Dr.,RM 3,Rochester Hills,MI,48309,US,,,Lounge Long Meadow,,,
2487263941,LongMeadow Elem,450 Allston Dr.,Room 01,Rochester Hills,MI,48309,US,,,RM 01 Long Meadow,,,
2487263942,LongMeadow Elem,450 Allston Dr.,RM 50C,Rochester Hills,MI,48309,US,,,Lab Long Meadow,,,
2487263944,LongMeadow Elem,450 Allston Dr.,Media Center,Rochester Hills,MI,48309,US,,,Media Long Meadow,,,
2487263945,LongMeadow Elem,450 Allston Dr.,Room 48,Rochester Hills,MI,48309,US,,,RM 48 Long Meadow,,,
2487263946,LongMeadow Elem,450 Allston Dr.,Room 46,Rochester Hills,MI,48309,US,,,RM 46 Long Meadow,,,
2487263947,LongMeadow Elem,450 Allston Dr.,Room 44,Rochester Hills,MI,48309,US,,,RM 44 Long Meadow,,,
2487263948,LongMeadow Elem,450 Allston Dr.,Room 42,Rochester Hills,MI,48309,US,,,RM 42 Long Meadow,,,
2487263949,LongMeadow Elem,450 Allston Dr.,Room 18,Rochester Hills,MI,48309,US,,,RM 18 Long Meadow,,,
2487263950,LongMeadow Elem,450 Allston Dr.,Room 14,Rochester Hills,MI,48309,US,,,RM 14 Long Meadow,,,
2487263951,LongMeadow Elem,450 Allston Dr.,Room 16,Rochester Hills,MI,48309,US,,,RM 16 Long Meadow,,,
2487263952,LongMeadow Elem,450 Allston Dr.,Room 12,Rochester Hills,MI,48309,US,,,RM 12 Long Meadow,,,
2487263953,LongMeadow Elem,450 Allston Dr.,Cafeteria,Rochester Hills,MI,48309,US,,,Cafeteria Long Meadow,,,
2487263954,LongMeadow Elem,450 Allston Dr.,Room 07,Rochester Hills,MI,48309,US,,,Rm 07 Long Meadow,,,
2487263955,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263956,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263957,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263958,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263959,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263960,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263961,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263962,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263963,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263964,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263965,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263966,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263967,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263968,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263969,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263970,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263971,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263972,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263973,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263974,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
2487263975,LongMeadow Elem,450 Allston Dr.,,Rochester Hills,MI,48309,US,,,--,,,
